College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
St Gregorios College of Engineering,Co-Ed,,,26,2014,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, IT Infrastructure, Laboratories",Perla,Kerala,India,Private,240000.0
Swami Devi Dyal Institute of Engineering,Co-Ed,,2026,179,2001,,"Kurukshetra University, Kurukshetra","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Barwala,Punjab,India,Private,232117.64705882352
Aringer Anna College of Engineering and Technology,Co-Ed,,225,72,2013,,"Anna University, Chennai",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Sriperumbudur,Tamil Nadu,India,Private,130000.0
Swami Krishnajivandasji Institute of Technology,Co-Ed,,408,32,2008,,"Gujarat Technological University, Ahmedabad",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Hansalpur,Gujarat,India,Private,90000.0
NR Vekaria Institute Of Technology,Co-Ed,,477,46,2010,,"Gujarat Technological University, Ahmedabad",,"Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Junagadh,Gujarat,India,Private,120000.0
Vishweshwarayya Abhiyantriki Padvika Mahavidyalaya,Co-Ed,27 Acres,953,54,2008,,,,"Boys Hostel, Library, IT Infrastructure, Laboratories",Almala,Maharashtra,India,Private,127000.0
Central Institute of Plastics Engineering and Technology,Co-Ed,,203,8,2017,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Imphal,Manipur,India,Public/Government,62950.0
The Kavery Institute of Technology,Co-Ed,,1140,93,1998,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Banks Facilities",Salem,Tamil Nadu,India,Private,90000.0
Blue Mountains Group of Colleges,Co-Ed,,,28,2000,,"Uttarakhand Technical University, Dehradun",,"Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories",Danda Dhoran,Uttarakhand,India,Private,109000.0
Mahaveer Institute of Technology,Co-Ed,,578,47,2011,,,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Parking Facility",Allahabad,Uttar Pradesh,India,Private,84000.0
Institute of Engineering and Technology,Co-Ed,50 Acres,596,19,1998,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Bhaddal,Punjab,India,Private,223837.77777777778
Sardar Kewal Singh Group of Institutes,Co-Ed,,,92,2008,,"Kurukshetra University, Kurukshetra",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport",Kurukshetra,Haryana,India,Private,90875.0
PSN Institute of Technology,Co-Ed,,579,79,2007,,,,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Kanyakumari,Tamil Nadu,India,Private,75000.0
KK Wagh Polytechnic,Co-Ed,7 Acres,398,89,2009,,,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Chandori,Maharashtra,India,Private,120000.0
Devi Mahalaxmi Polytechnic College,Co-Ed,,345,,2013,,,,"Library, Sports, IT Infrastructure, Laboratories",Thane,Maharashtra,India,Private,139000.0
Shankarrao Dhawad Polytechnic,Co-Ed,,,4,1994,,,,"Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Laboratories, Parking Facility",Nagpur,Maharashtra,India,Private,124000.0
Sahyadri Polytechnic,Co-Ed,7 Acres,,74,1998,,,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Dhankawadi,Maharashtra,India,Private,75000.0
